Term,Class 1 Frequency,Class -1 Frequency
peanut,15,3
krunchie,1,0
krave,1,0
krazee,1,0
dig,7,3
benchmark,3,0
title-ak,1,1
tok,1,1
tanacross,1,1
silvermoon,1,0
chickenprice,1,0
chickenfeed,1,1
ad-vitamix,2,0
ad-run,2,0
ad-america,13,2
ad-blender,1,0
ad-fuel,1,1
ad-marshall,3,0
ad-charlie,1,0
ad-success,4,37
title-vitamix,1,0
title-run,3,2
header-september,3,0
header-runner,1,0
header-set,1,0
header-mile,1,2
header-journey,2,1
header-define,1,0
header-moment,1,0
vitamix,3,0
creation,11,10
neova,1,0
cookware,8,1
schematics,1,0
timeline,6,3
cn,2,3
portal,3,14
japan,8,1
nutrijustify,1,0
vegetarian,21,9
foodfeat,1,0
excerpt,2,1
sahara,1,0
engle,2,0
marathoner,1,0
ulrich,2,0
epic,3,1
quest,4,4
milestone,3,29
push,9,23
breathtak,10,0
populate,1,0
opinionate,1,0
backdrop,3,0
expedition,1,0
ad-symptom,12,196
ad-link,2,1
ad-diagnosis,3,29
title-americanchemistry,1,0
title-flu,1,1
header-quick,5,2
header-essential,1,0
header-join,6,2
americanchemistry,1,0
acc,2,0
plastics,3,5
chlorine,1,5
memberexchange,1,0
renewable,7,21
celebration,6,18
initiative,8,8
transmission,8,50
jensen,2,1
war,12,33
bleach,3,3
viruse,12,21
knob,4,0
dilute,5,17
laundry,13,3
disinfectant,7,2
disinfect,3,2
rinse,10,3
pandemicflu,1,0
pandemic,1,1
cdc,2,22
outbreak,3,6
executive,10,14
engage,22,14
ad-podcast,1,0
ad-freakonomics,1,0
ad-ll,2,1
ad-love,8,4
ad-radio,2,0
ad-program,9,8
ad-freakonomicsradio,1,0
title-freakonomics,1,0
title-radio,1,0
header-freakonomics,1,0
header-twitter,1,1
header-nytime,1,0
header-com,9,54
header-recently,2,0
header-radio,3,0
freakonomics,1,0
itun,2,3
wnyc,1,0
introduc,18,13
dubner,1,0
superfreakonomics,1,0
levitt,1,0
groundbreak,4,1
podcast,8,10
segment,13,8
enlighten,3,0
enrage,1,0
lottery,1,2
bor,6,3
payout,1,0
economist,1,3
constitutional,1,0
scholar,1,2
occupant,1,70
oval,2,0
leadership,5,2
nytime,1,1
shapiro,1,2
origin,18,27
nyti,1,0
bq,1,0
wd,3,0
retweet,1,2
czsneb,1,0
cqet,1,0
disgrace,2,0
sad,7,9
england,14,12
cabby,1,0
kai,1,2
ryssdal,1,0
envelope,5,3
object,8,6
blame,6,11
installment,5,1
explode,7,0
unalloy,1,0
bourree,1,0
lam,1,1
chiotake,1,0
bronco,1,1
usual,12,33
trickier,1,0
peyton,2,0
eli,3,1
tevye,1,0
rocket,7,6
rithmetic,1,0
bureaucracy,1,2
cue,1,21
millionair,3,1
capitalist,1,0
quiz,9,52
aviator,1,0
lindbergh,1,0
reform,3,1
sleek,4,7
bureaucratic,1,0
thirsty,3,0
kfc,1,1
stole,6,0
league,6,0
baseball,10,4
yankee,2,0
ray,20,71
ranger,3,0
brave,1,2
philly,2,0
playoff,2,0
hitter,1,0
roy,2,1
halladay,1,0
fm,4,3
partnership,11,20
ad-indiana,1,0
header-african,2,0
header-weed,2,0
header-disease,1,90
header-bug,1,0
header-reference,5,0
header-guide,7,30
tori,1,0
ad-lop,5,0
ad-ear,4,0
title-lop,3,0
title-ear,4,0
header-lop,4,0
header-ear,5,0
rabit,4,1
flop,4,0
cnoxsqexuunc,1,0
wnvuae,1,0
convey,2,3
demeanor,1,0
yokhvom,1,0
fhbaztaq,1,0
puppet,9,0
cuter,2,0
bewhisker,1,0
thebigzoo,8,1
safari,13,2
zrjekytyefrmhrskpmoa,1,0
sweep,11,9
tranquil,9,9
strik,16,7
realism,9,0
exquisite,8,2
replica,9,2
phthalate,3,2
safeguard,11,3
stanford,2,3
entandallergy,2,0
doctordog,1,0
racy,2,0
dildo,4,0
dong,3,0
vib,3,0
discrete,3,4
upscale,4,1
vibrator,7,1
gpsxcx,1,0
wlubgjuxyjorsqg,1,0
maybe,31,19
ysyz,1,0
cjmherrwhukfpg,1,0
oi,2,1
bzf,1,0
vlrqqwqzujw,1,0
discreet,2,0
isexdoll,1,0
supsale,10,4
pinkcherry,1,0
folkmane,3,0
browntrout,1,0
saxguy,3,0
zorrothepik,3,0
ad-kkw,1,0
ad-exotic,3,1
ad-dove,1,0
ad-quail,1,0
title-kkw,1,0
kkw,1,0
ad-portuguese,1,0
ad-reel,1,2
ad-charre,1,0
ad-li,1,0
title-reel,1,0
title-portuguese,1,0
reel,5,3
reelistic,1,0
hopefully,4,9
charre,2,1
ashbey,1,0
ad-knitwear,1,0
ad-heavy,2,3
ad-knit,1,0
ad-pullover,1,0
ad-scarve,1,0
ad-hat,1,0
ad-glove,1,0
ad-england,1,1
title-westaway,1,0
title-uk,2,0
header-black,5,2
westaway,1,0
blouse,1,1
headwear,5,1
scarve,12,5
gabicci,1,0
johnston,1,1
elgin,1,1
rocola,1,0
viyella,1,0
lockie,1,0
camelhair,1,0
cashmere,9,0
lambswool,1,0
merino,1,0
knitwear,2,1
colour,7,2
undy,1,0
asc,1,14
desc,1,0
fingerless,1,0
mitten,6,1
scarf,3,0
sloppy,3,0
ad-review,6,32
ad-map,1,3
quicklocal,1,1
quickyellow,1,1
egypt,10,1
intrnational,5,0
brant,7,0
newegyptagway,3,0
tackshop,2,0
sentinel,7,2
cattlestore,1,0
ad-canine,6,0
ad-skin,12,3
title-skin,9,9
title-mange,4,0
title-allergic,4,0
title-dermatitis,4,0
title-impetigo,4,0
title-ringworm,4,0
header-skin,7,0
header-surprise,4,0
mange,4,2
dermatitis,6,5
impetigo,5,4
chalkboard,4,0
culprit,5,17
pollen,5,8
relentlessly,4,0
peek,6,0
ugly,12,3
corticosteroid,4,21
discolor,4,7
cozy,16,2
topical,17,26
medicate,7,5
folliculitis,4,1
superficial,4,0
bacterial,16,21
sor,6,53
abnormality,6,31
shorthaire,4,0
longhaire,4,0
scaly,6,0
antibacterial,7,4
ointment,8,4
pus,5,40
hairless,4,0
persist,6,14
seborrhea,4,2
greasy,5,1
fungus,10,3
lesion,6,31
foreleg,4,0
susceptible,4,26
fungal,8,6
sarcoptic,4,2
scaby,5,0
survive,19,10
demodectic,4,2
bald,8,0
bane,4,0
severe,8,122
infestation,6,4
tapeworm,10,2
grasp,5,1
tweezer,4,0
straight,18,28
bare,7,10
flush,12,9
toilet,7,10
lyme,9,15
vaccinate,4,17
flaky,11,2
acral,4,0
granuloma,4,0
compulsive,6,8
relentless,5,2
discourage,8,10
elizabethan,4,0
lump,9,28
cancerous,4,5
biopsy,4,14
inflam,6,39
lupus,6,37
autoimmune,8,67
fatal,5,25
untreate,10,33
anal,7,3
sac,5,2
weren,5,1
smelly,6,0
foul,10,0
smel,9,2
sacs,5,2
hallmark,4,5
scoote,4,0
manually,4,3
surgically,4,3
excessively,6,32
redness,6,19
discoloration,4,3
discharge,7,15
compulsively,4,0
dandruff,6,3
lorado,4,0
istock,4,0
cornell,5,4
nancy,7,13
macleod,4,0
lauree,4,0
feldman,4,9
imagery,4,0
kathy,12,5
moberly,4,0
ingunn,4,0
markiewicz,4,0
jose,6,2
lue,5,1
pelaez,4,0
corbe,4,0
aspca,6,0
healthwise,5,9
merck,4,2
oily,11,2
peteducation,5,0
impaction,4,0
ad-oxfam,3,0
ad-charitable,2,0
ad-needy,2,0
ad-oxfamamericaunwrapped,3,0
title-charitable,4,0
title-gift,9,5
title-oxfam,3,0
title-unwrap,3,0
header-relate,2,1
charitable,9,7
oxfam,3,0
unwrap,4,0
sheepish,1,0
fleecy,1,0
textile,5,2
tribe,3,0
proceed,13,4
symbolic,2,0
poverty,6,2
injustice,3,0
recipient,7,44
dad,9,20
ad-kid,7,8
bigger,5,2
smush,1,0
landscaper,2,0
servicemagic,3,2
bidclerk,2,0
subcription,2,0
kgbdeal,2,1
ad-yahoo,7,2
ad-instant,2,11
ad-ramen,1,0
ad-fry,2,1
ad-msg,2,0
ad-organice,1,0
ad-moroheiya,1,0
ad-nutritious,2,0
ad-eongood,1,0
title-instant,1,0
title-ramen,1,0
title-noodle,1,0
header-instant,1,0
header-noodle,1,0
ramen,1,0
greenoodle,1,0
eon,1,0
shiitake,1,0
yum,3,0
conscious,11,7
unbleach,1,0
unprocess,1,0
morohieya,1,0
exceptionally,5,3
msg,2,0
plain,17,9
witih,1,0
title-type,8,3
kaytee,17,1
carefresh,6,0
containment,14,3
cavy,13,0
ad-apy,2,0
ad-yield,3,3
title-bank,2,18
title-fsb,2,0
title-yield,2,0
title-account,4,6
header-yield,2,0
header-save,8,3
header-american,5,1
header-express,2,0
fsb,3,0
flexible,27,32
withdraw,2,2
fdic,2,0
withdrawal,3,7
apy,2,0
penalty,4,0
disclosure,10,11
cardmember,2,0
fraud,16,0
amex,3,0
ad-plum,1,0
ad-nelly,1,0
ad-batch,1,0
title-plum,2,0
title-nelly,1,0
title-handmade,3,0
title-carolina,2,0
title-cottage,1,0
title-industry,6,4
header-plum,1,0
header-nelly,1,0
header-handmade,5,0
nelly,1,0
cottage,13,0
batch,11,6
mainly,15,7
kernel,4,2
totally,18,14
flakiness,1,0
cane,9,5
mistletoe,3,0
sleigh,2,0
mama,9,10
daddy,4,13
endhaven,1,0
lane,5,7
outta,1,0
waxhaw,1,0
orchard,10,3
balm,10,5
booth,2,2
historic,8,5
downtown,6,3
leche,1,0
plumnellysoap,1,0
kristy,1,2
tannen,1,0
ad-ohio,3,1
header-beef,3,0
header-deere,14,1
header-speed,14,2
header-skid,14,1
header-steer,14,1
header-john,11,12
trukey,2,0
carrie,4,2
ashley,6,4
fance,2,0
starw,2,0
limousin,5,0
hybrid,16,4
wagon,10,3
wiedel,2,0
kamp,2,0
lowline,2,0
randi,3,0
fullblood,6,0
darryl,2,1
howard,8,5
invest,22,14
unsure,2,7
galloway,3,0
tonija,2,0
fidle,2,0
fidler,2,0
shante,2,0
millburg,2,0
canfield,2,0
skid,16,4
jobsite,14,1
todd,12,5
dawson,10,5
ad-havanese,1,0
ad-extensive,1,0
ad-test,9,13
ad-guarantee,4,4
ad-akc,4,1
ad-champion,3,2
ad-parent,3,8
bonbonhavanese,1,0
dutchess,1,3
labout,1,0
cleo,1,1
pepe,1,0
rufus,1,0
ad-bargain,2,1
ad-unbeatable,1,0
ad-event,4,3
title-livingsocial,1,0
header-submit,2,0
header-spa,1,0
header-day,12,6
livingsocial,1,0
qaida,1,0
britain,3,1
lobby,2,3
plot,4,1
urge,11,13
vigilant,1,0
herald,3,4
ad-nasal,4,8
ad-allergy,3,4
ad-powerful,3,0
title-xyzal,1,0
title-flash,4,19
title-player,3,19
title-installation,4,20
xyzal,2,0
indication,2,31
multilingual,1,7
forecaster,1,1
cetirizine,2,0
zyrtec,2,0
impaire,2,17
bedtime,17,3
tiredness,1,4
vomite,6,58
idiopathic,3,5
urticaria,2,0
counterfeite,2,0
ucb,1,1
linx,1,1
sanofi,2,4
aventis,2,3
lev,1,0
onesiteforequipment,3,0
ad-turkey,10,0
ad-decoy,1,0
ad-mount,1,0
title-floozie,1,0
title-turkey,4,0
title-decoy,1,0
floozie,1,0
pipeline,4,5
hambydairysupply,6,0
conspiracy,2,0
douglassreport,2,0
ad-infertility,1,9
ad-carrier,1,1
ad-medhealthinsurance,1,0
title-lead,2,1
title-carrier,1,0
title-instancebegineditable,3,12
title-name,4,12
title-head,4,12
instancebegineditable,3,12
hesitate,6,7
hassle,7,5
acceptance,10,3
decline,1,10
exorbitant,1,0
financially,5,2
catastrophic,1,2
overpay,1,0
medhealthinsurance,1,0
premiums,1,0
desire,29,22
necessarily,14,5
dmca,1,1
ad-sel,15,2
beekeep,12,0
nasty,12,3
cambodian,4,0
wvmountainproperty,1,0
farmland,3,0
investinginfarmland,2,0
timely,15,8
plamondon,8,1
profitingwithalpaca,14,0
tina,21,1
dryden,14,0
serch,14,0
faint,19,2
bod,15,1
ckingbama,14,0
covington,15,4
hpd,14,0
driver,24,12
worksaver,14,0
replac,15,2
serviceable,14,0
quickchange,14,0
securely,19,9
annually,23,2
fleme,14,2
plucker,16,0
randall,15,0
burkey,15,0
horizon,15,5
assemble,35,7
title-ky,1,0
equipmenttraderonline,2,0
ih,3,1
caseihdeal,2,0
ad-skidsteer,2,0
ad-bale,3,3
ad-spear,1,2
ad-carriage,1,0
title-berlon,2,0
title-bale,3,1
title-spear,2,0
title-carriage,1,0
berlon,2,0
bale,11,6
carriage,4,1
misc,6,3
pt,11,7
adaptor,6,0
skidsteer,2,0
telehandler,2,0
breaker,3,2
hammer,7,1
cement,3,5
mixer,8,5
pusher,2,0
rake,2,2
forkster,2,0
grapple,2,0
shooter,2,1
spreader,7,0
silage,4,1
snowmount,2,0
snowblade,2,0
switchblade,2,0
mover,3,3
puller,3,1
bsc,1,0
unmatch,2,2
versatility,2,3
purchaser,5,1
tine,3,0
loader,2,2
rough,6,9
conus,1,0
mpuf,1,0
tmr,1,1
tub,42,25
mandatory,2,2
stabilizer,1,1
supporte,8,20
okay,4,0
instal,7,0
weld,14,10
acceptable,4,3
rubicon,2,0
hustisford,2,0
ad-poure,1,0
ad-glycerin,3,0
ad-shea,1,0
ad-oatmeal,2,0
ad-aloe,1,0
title-glycerin,2,0
title-scent,2,0
header-georgia,1,0
header-bath,1,1
header-co,4,2
gel,22,33
candle,10,4
diffuser,4,0
linen,8,0
mold,16,8
soapmak,3,0
georgia,15,49
warmer,10,8
ecosoya,2,0
wax,14,5
moonlight,1,0
oakmoss,1,0
musk,2,0
dupe,1,0
imitation,1,0
notate,1,0
lanolin,3,0
votive,2,0
pillar,2,0
amaretto,2,0
ambrosia,1,0
arabian,4,0
sandalwood,5,0
freshen,1,7
headache,10,53
sensuality,1,0
breath,9,45
balsam,3,0
brulee,1,0
breeze,12,7
bayberry,1,0
daisy,6,0
bergamot,2,0
mandarin,2,0
amethyst,2,0
bloome,2,0
tulip,3,1
cobbler,3,0
victoria,5,9
breathless,1,0
blossom,3,3
fig,9,0
brut,1,0
gum,9,31
buttercream,1,0
calla,1,2
chanel,2,2
lemonade,6,2
bun,5,1
clove,3,12
coco,1,1
cabana,1,0
verbena,1,1
cantaloupe,4,0
cupcake,3,1
dkny,1,1
drakkar,1,0
noir,3,0
dune,1,0
orchid,2,0
teakwood,1,0
farmhouse,1,0
fireside,1,0
firewood,2,0
freesia,1,0
snowdrop,1,0
gardenia,1,0
halo,4,3
harvest,36,9
heavenly,1,1
honeysuckle,2,1
rum,2,0
hugo,2,2
hydrangea,2,0
intuition,2,3
jasmine,3,0
kiwi,5,0
chiffon,2,1
lemongrass,2,1
lilac,5,2
bloom,6,0
stem,4,7
magnolia,3,0
mahogany,1,0
streusel,1,0
maraschino,1,0
masculine,2,0
mulberry,4,0
myrrh,2,1
nutmeg,2,0
sherbert,1,0
organza,1,0
oscar,3,5
renta,1,4
patchouli,2,0
pearberry,2,0
peony,4,0
plumeria,1,0
seduction,1,0
sensual,2,1
snickerdoodle,1,0
stormy,4,1
shortbread,2,0
ripen,7,0
sweetgrass,2,0
tangerine,3,0
twilight,2,0
unscent,7,0
noel,2,0
velvet,4,1
tuberose,1,0
merry,4,1
vetyver,1,0
vineyard,2,1
watermelon,5,1
wintergreen,1,0
witch,2,3
ylang,2,2
enforce,2,2
prop,2,2
enforcement,1,2
oppose,2,6
legalization,1,0
marijuana,3,2
sheriff,1,0
baca,1,0
dea,1,1
bonner,1,0
calif,2,0
ridgecrest,1,0
chronicle,4,15
tothecenter,1,0
ad-broken,2,0
ad-road,3,2
ad-ari,1,0
ad-suri,3,0
stacy,1,2
camelid,1,0
taylor,7,9
kinyon,1,0
quanity,3,0
ad-friendly,3,0
ad-newsletter,2,1
ad-sign,9,116
header-prilosec,1,0
header-otc,1,0
fsa,4,0
flare,2,54
shut,5,9
dominate,4,0
historical,5,3
proton,2,3
inhibitor,5,5
ppi,1,1
foddersolution,3,1
nutritous,3,0
commoditycattle,1,0
qgltvh,2,0
gllw,2,0
jftym,2,0
xw,3,0
bibliobazaar,2,0
aiq,2,0
irnwdkkxuav,2,0
nvw,2,0
academy,8,3
tabular,3,0
diskette,3,0
predict,8,19
puik,2,0
ieacehquinsurzjlw,2,0
rev,3,4
kansasforage,2,0
dunleafarm,2,0
qgfxynmyzohw,2,0
ytgat,2,0
inkata,2,0
kwjvhgfiaol,2,0
iva,3,0
wageningen,2,0
mltdwfhatbti,2,0
xnywa,2,0
seventh,3,2
pyynp,2,0
udlwq,2,0
uioq,2,0
majesty,4,1
logistics,3,7
decent,2,0
knowhow,2,0
intent,2,3
incubation,3,1
domesticate,13,0
bruder,2,0
olomxgkpx,2,0
szpxyyj,2,0
iwg,2,0
tow,5,2
unimog,2,0
ramp,16,3
kqdfkp,2,0
iaouzvk,2,0
xu,2,1
hsa,2,0
profitable,12,3
enterprise,19,15
wonderfully,6,0
adept,8,0
converte,5,4
julius,4,0
ruechel,3,0
environmentally,15,3
efficiency,19,41
zhram,2,0
twbxtu,2,0
tbedwq,2,0
reproductive,8,53
yf,2,0
swioteqtsafqmmkmnxw,2,0
rqepmdzcw,2,0
vc,6,0
wzcrurz,2,0
instinct,15,3
instructive,7,1
trait,13,4
amphibian,4,0
arachnid,3,0
beauchamp,2,0
tjgh,2,0
krkaegbaymtgjseg,2,0
heeler,3,0
fearless,3,0
flawlessly,3,0
tireless,3,0
obedience,6,1
agility,8,2
aucado,3,0
housebreak,4,0
beautifully,11,9
puppyhood,4,0
dugluf,2,0
wblw,2,0
gbl,2,0
oha,3,0
coleby,8,0
deficient,3,3
ail,3,0
graze,26,1
regeneration,4,1
rever,4,0
invaluable,20,10
rdmzrbajaxzbepg,2,0
ncag,2,0
revamp,3,0
pinpoint,3,6
accurately,5,6
committee,6,3
disk,5,11
simulate,3,6
transition,9,11
udder,6,0
edema,3,5
dehydration,6,13
iumbejdwa,2,0
emg,2,1
ktpw,2,0
authoritative,9,1
ration,9,4
highacrefarm,1,0
mfg,8,2
horsestall,2,0
somatic,2,1
nutraglo,2,0
deliciousrecipeidea,3,1
vent,9,29
colic,5,7
choke,1,0
ventfeeder,1,0
hollynz,3,1
header-feeder,4,0
allpetfurniture,2,0
dogsupply,2,0
responsibilityproject,9,1
relevance,8,3
hka,1,0
rh,3,5
qnkfn,1,0
bxw,1,0
chor,11,2
programmable,2,3
dispense,9,1
eletronic,2,0
diabetic,13,20
battery,17,8
override,2,0
daylight,2,0
interlock,3,3
cul,4,1
kfbfav,1,0
dqka,1,0
guli,1,0
tbwsw,1,0
bpf,2,0
galvanize,9,5
kqdvwxgvkbhyvzw,1,0
polymer,4,6
harm,10,34
hygienic,2,1
bracket,5,9
laminate,3,4
perforate,2,2
sifter,2,0
clipart,9,2
kibbletowerpetfeeder,1,0
popware,1,0
collapsible,2,2
popwareforpet,1,0
petstreetmall,2,0
plax,3,1
knight,6,2
potty,7,28
freak,11,4
mypleasure,1,0
everywebsite,6,2
unbiase,2,1
edmund,6,1
outdoordecor,1,0
monika,6,1
wegler,6,1
jfoazrfhf,4,1
xkvnpdxcqtqa,4,1
handsome,7,2
jxccdrnaox,4,0
duw,4,0
edenfantasy,1,0
barnesandnoble,10,2
aliexpress,2,0
escrow,2,0
elf,3,0
intro,10,3
eyeslipsface,1,0
krxmdbvqki,5,0
rbizxcpq,5,0
cjxnt,1,0
knwaepiasdc,1,0
bnasy,4,0
fxmtycxjqfldwb,4,0
purebre,10,2
advisability,4,0
detect,9,42
ofybymd,6,0
kcrcfikbdscmig,6,0
tshirt,6,1
dzl,4,0
jj,5,0
ssc,4,0
wwbvny,4,0
bookrenter,2,0
dealoz,5,1
freshstep,1,0
ecampus,2,0
collegebookrenter,2,0
greenhouse,4,2
beckish,1,0
junior,12,1
juniorette,1,0
sparkospunky,1,0
rudixeno,1,0
windshield,2,1
donc,1,0
toolguy,1,0
ad-huckleberry,1,0
ad-ridge,2,0
ad-waterfowle,1,0
ad-fish,5,2
ad-batt,1,0
ad-lodge,2,0
title-huckle,1,0
title-berry,5,0
title-ridge,1,0
title-preserve,1,0
title-edgecombe,1,0
title-county,3,1
title-bear,1,0
title-dove,1,0
title-upland,1,0
title-guid,2,0
title-lodge,3,0
huckle,1,0
edgecombe,1,0
upland,2,0
huckleberry,1,0
waterfowle,1,0
tarboro,1,0
tar,1,3
pheasant,4,0
chukar,2,0
pamlico,1,0
carteret,4,1
batt,1,0
plantation,2,1
migratory,1,1
pungo,1,0
ad-bulldog,3,0
title-bulldog,2,0
title-york,4,11
header-bulldog,1,0
hempstead,1,0
turnpike,1,0
internationalkennel,1,0
consortium,1,2
akc,8,2
descendant,1,1
asiatic,1,0
mastiff,1,0
disposition,2,3
agreeable,2,0
resolute,1,0
vicious,1,2
dignify,1,2
heavyset,1,0
portly,1,0
massive,9,15
limb,3,5
vigor,3,2
jaw,4,38
protrud,1,0
protrude,1,4
forehead,2,3
nostril,2,1
fawn,4,0
pale,2,1
waddle,1,0
chase,8,12
intruder,1,0
affectionate,4,0
courage,3,3
chilly,4,0
doggy,1,1
minimal,8,16
ballplayer,1,0
surprisingly,1,2
groom,5,3
damp,1,8
corso,4,0
teacup,6,1
designer,20,18
dogue,1,0
bordeaux,3,0
shetland,1,0
sheltie,1,0
westie,1,0
maltipoo,1,0
yorkiepoo,1,0
cockapoo,2,0
puggle,3,0
morkie,2,0
peagle,1,0
peekle,1,0
schnoodle,1,0
shihpoo,1,0
goldendoodle,1,0
labradoodle,1,0
lhasapoo,1,0
ad-wrangler,3,0
ad-round,3,0
ad-unroller,1,0
ad-pull,1,1
ad-balewrangler,1,0
title-wrangler,3,0
header-generation,1,0
header-bale,2,3
header-concept,2,0
wrangler,9,0
quickest,5,0
cheaper,13,1
adaptable,3,0
task,15,29
tri,11,20
mfr,3,0
ad-constipation,1,2
ad-regularity,1,0
ad-explain,1,0
ad-probioticsare,1,0
ad-dover,1,0
ad-saddlery,1,0
ad-tack,4,0
ad-ride,4,0
ad-apparel,4,0
ad-avid,1,0
ad-equestrian,1,0
title-dover,1,1
title-saddlery,1,0
title-english,1,0
title-tack,3,0
title-equestrian,1,0
dover,3,2
subtotal,6,1
dressage,2,0
jumper,3,2
horsepharm,1,0
bridle,2,0
suffolk,2,3
lunge,2,0
barbour,1,1
wellington,2,1
equifit,1,0
plaid,2,1
martingale,1,0
vespucci,1,0
kensington,7,1
horseware,1,0
newmarket,1,0
chap,3,5
halter,9,1
girth,2,0
spur,4,44
breech,1,11
mask,15,17
stirrup,2,0
polo,4,0
trunk,6,0
dovr,1,0
monogram,1,2
roadside,3,0
usdf,1,0
ushja,1,0
derby,1,1
littleton,1,0
ad-steakhousesteakknives,1,0
title-house,2,3
title-knive,1,0
title-laser,1,3
title-engrave,1,0
header-wooden,1,0
header-knive,1,0
header-polywood,1,0
inspect,6,8
polywood,1,0
polyuerethane,1,0
durability,14,14
parscale,1,0
oaklawn,1,0
ad-follow,8,1
tae,1,0
xenadrine,1,0
efx,1,0
chow,2,4
tenuate,2,0
swank,1,0
healthtrk,4,0
hindu,2,0
florencio,1,0
avalo,1,0
copiapo,2,1
sebastian,1,3
exhaustion,2,5
elation,1,0
elve,3,0
halfway,4,2
afp,2,1
npr,1,1
ad-teach,1,2
ad-town,1,0
title-catalog,2,0
title-world,4,15
header-gift,5,6
header-catalog,2,2
fundraise,5,3
congregation,3,1
villa,4,0
overlook,6,2
exchange,22,12
ark,6,0
institutional,3,3
knick,2,1
knack,2,0
eileen,2,0
rochester,2,3
reliant,5,0
honore,9,3
trio,5,3
heiferblog,3,0
solicitation,4,0
ad-frontline,2,0
title-frontline,2,0
title-plus,3,0
header-frontline,2,0
header-plus,1,0
advantix,4,0
nutraceutical,6,6
homeopathics,2,0
dewormer,11,0
boutique,7,3
reship,2,0
larvae,2,0
competitor,5,28
purple,9,3
soothe,7,7
furminator,1,0
desh,1,0
otis,1,0
claude,1,0
bumble,1,0
entirelypet,3,1
gocart,5,1
landjfeed,1,0
channeladvisor,1,0
gail,8,2
luttman,4,0
economic,10,4
luttmann,4,0
pricedumper,10,0
gme,1,0
reject,3,4
puppiesor,1,0
fortify,11,2
ammino,1,0
methionine,3,0
neep,1,0
sup,1,0
cheryl,6,6
reap,5,1
manna,2,0
moniter,1,0
imbalance,4,15
homeopathic,7,12
reintroduc,3,0
novice,15,0
birthing,6,18
ethnic,9,8
approachable,6,0
amundson,6,0
transporte,10,2
dont,11,7
concise,8,0
abbey,3,1
esbilac,2,0
reconstitute,1,0
refrigerate,2,4
immunity,17,27
divide,4,9
petag,2,0
nurser,1,1
lap,5,2
shallow,3,3
gradually,2,24
kg,9,8
whelp,8,0
caseinate,1,0
dicalcium,5,0
dl,5,3
choline,6,1
carbonate,6,4
monobasic,1,0
dibasic,1,0
ferrous,4,1
pantothenate,6,1
ascorbic,3,1
niacin,7,2
hydrochloride,7,3
iodide,1,4
pyridoxine,7,1
biotin,6,2
proteine,1,0
brute,1,0
graisse,1,0
cellulose,4,0
maxi,1,1
humidite,1,0
cendre,1,0
kv,6,1
consistency,5,2
stressful,3,6
gestation,3,5
convalescence,1,0
convalesc,1,0
carrageenan,1,0
monopotassium,2,0
tricalcium,2,1
menadione,3,0
bisulfite,2,0
iodate,3,0
moistur,1,0
arthur,4,3
postman,1,0
chomp,1,0
nineteen,3,2
insemination,7,24
embryo,11,29
xi,3,0
nutritionist,13,3
healthful,10,1
chevon,4,0
burgeon,3,0
mohair,9,0
digestible,8,1
presence,11,26
indigenous,8,2
con,11,10
kiko,4,0
observe,12,20
realm,2,5
tower,4,4
unmelte,1,0
steeper,2,0
mountaineer,6,0
oreamno,1,0
americanus,1,0
resourceful,4,0
belligerent,1,0
unbelievably,2,1
survivor,4,6
dizzy,2,2
alpine,8,1
bighorn,4,0
grizzly,1,0
superbly,1,3
dougla,5,4
chadwick,2,0
observation,3,5
richly,3,0
replete,2,0
adulthood,4,4
courtship,1,0
ritual,3,2
escalate,2,7
cultivate,6,3
enclose,7,3
cascad,1,0
rainer,1,0
seclude,5,0
perilous,1,0
traverse,1,7
walker,3,5
geology,1,0
fleet,1,1
volcano,1,0
volcanic,1,0
roam,9,0
lupine,1,0
hare,4,0
multitude,5,0
quiver,2,0
equally,4,17
speak,20,48
karen,9,9
edmundson,1,0
cinemato,1,0
grapher,1,0
cinematographer,1,0
backpack,11,5
infancy,2,15
ambridge,1,0
whatcom,1,1
northwest,11,8
gout,11,32
onehealthylifestyle,1,0
awesome,13,3
dwarfism,1,0
cheapesttextbook,7,2
thatpetplace,3,0
ngeh,2,0
zxwrjqag,2,0
depository,2,1
bookdepository,2,1
ad-adopt,1,1
ad-wonderful,1,0
ad-donkey,1,0
ad-peaceful,1,0
ad-valley,8,0
ad-rescue,1,0
ad-adoption,2,2
ad-donkeyrescue,1,0
ad-donordrive,1,0
title-peaceful,1,0
title-valley,11,0
title-donkey,1,0
title-rescue,1,0
title-donordrive,1,0
